"","betaIntercept","betaX","betatemp","tau_add","tau_obs"
"1",0.0449098894640626,-0.0762713890144263,-0.0153593867995725,0.143578539472201,0.68253459042671
"2",0.0151583352905067,-0.0761996423306459,-0.0140582337814952,0.142966215189831,0.694816426819045
"3",0.0362283674787035,-0.0736625045812418,-0.0134915283280578,0.142188314734046,0.701141625397878
"4",0.00318677024694182,-0.0739166164298812,-0.0117055730595217,0.141564787984441,0.688625865830412
"5",0.0136204505680557,-0.0772556594475456,-0.0137282119776551,0.140672818457017,0.68975787079553
"6",-0.00524756764922853,-0.0710270039161613,-0.01218157236578,0.142496362217253,0.683491475599373
"7",0.00321887526483095,-0.0712803417206831,-0.0119785311877573,0.141329530655424,0.702409244511911
"8",-0.0183878103683394,-0.0734805303676377,-0.0116211214692337,0.141821500977414,0.702025161715795
"9",-0.0136188094094229,-0.0764727927187053,-0.00896645536196643,0.144890968856063,0.683654910414928
"10",-0.0272622339485604,-0.0655579724720483,-0.00882416498402751,0.142598381062777,0.677902081294474
"11",-0.0115179757188648,-0.0684278613307295,-0.0102302057317417,0.142453622920271,0.65997124976006
"12",-0.00357314387213826,-0.069762346564146,-0.00825172042999513,0.142023117742383,0.677999036020892
"13",-0.049506745677936,-0.0680116619881145,-0.00947918015501618,0.14287539160278,0.673337359464118
"14",-0.00778978680303992,-0.0756798513595924,-0.0100075981312175,0.142038701889093,0.662055963522797
"15",-0.0483298303383932,-0.0795158475072595,-0.0106378518864039,0.142306504824357,0.663926400363314
"16",-0.0172207553293576,-0.0715668612179493,-0.0114758127794245,0.142052242605423,0.666985108187544
"17",0.00121592097429243,-0.0690667354738506,-0.0119756090476448,0.143282009741157,0.661430523152875
"18",-0.0354256531298056,-0.0690131570284502,-0.0109093150981541,0.141915137605103,0.674069554890026
"19",-0.0163021783626291,-0.0704199710079505,-0.0104020138804332,0.140298998604403,0.668840195261267
"20",-0.035882730910574,-0.070694582551972,-0.00867376991071429,0.143748111243467,0.682148944315612
"21",-0.0701819876393275,-0.0730812031516309,-0.0081513403469551,0.141024274612637,0.68034999476037
"22",-0.0634755481241004,-0.066604614172371,-0.00643721082287415,0.141712953908471,0.690385676209704
"23",-0.0915186412920844,-0.074504285747594,-0.00755379523578634,0.141639275160408,0.689425451166516
"24",-0.0413523776056196,-0.0752164232663217,-0.0119732738721622,0.138805838337508,0.679110955058258
"25",-0.0194741401490512,-0.0753043459386494,-0.0104530597369955,0.140376166429201,0.70734887115835
"26",-0.0504716377701432,-0.0756214506764432,-0.00989368330826186,0.141332104888745,0.716798092068481
"27",-0.000472623260565835,-0.0714861877684961,-0.0134345628170226,0.140953793712271,0.714298931878502
"28",0.00721243476220845,-0.0782034366240607,-0.01138186367464,0.140517079860247,0.702721624083922
"29",-0.0459326654254176,-0.06925287699362,-0.00508542803446513,0.140416479789331,0.72254729479765
"30",-0.0405032573974388,-0.0687301926450267,-0.00801774037470201,0.138159291322807,0.721081768480829
"31",-0.091090454480267,-0.0753267100018552,-0.00514572163592478,0.14012359257565,0.715112078277363
"32",-0.121247661709582,-0.0683396581571875,-0.00340318462301894,0.142840810996623,0.722012296480303
"33",-0.0826138649629735,-0.0697074510284825,-0.00666954126689499,0.141826334242021,0.73793809045765
"34",-0.0337242233494752,-0.0706730079608277,-0.00986203815925882,0.14405712286651,0.720746798473394
"35",-0.0337795587231324,-0.0768444971893321,-0.0101806419239382,0.138484187521234,0.713158065499337
"36",-0.0681524265100829,-0.0728880000726383,-0.00985302748588747,0.140856232156965,0.718819888425362
"37",-0.0773699258195543,-0.0745679167303687,-0.00717256937024994,0.141157422500817,0.71848598195844
"38",-0.0717779148356403,-0.0698012753774579,-0.00873434658034119,0.139104458038877,0.71579146306204
"39",-0.067167500107496,-0.0715424262646329,-0.00876745523158708,0.139110309480286,0.722334683939311
"40",-0.0256224966184429,-0.0713058833670079,-0.0123951232696579,0.137952474493525,0.734007525293249
"41",0.0229444385223202,-0.0704879436386293,-0.0135063431624455,0.138306563400839,0.729207497962741
"42",-0.0214355416386788,-0.0738776429291087,-0.0122698910789186,0.137760097168703,0.712393579840002
"43",-0.0180775423017202,-0.0751352798124326,-0.0122531952414237,0.141589632221791,0.705092116687021
"44",-0.0365648984545944,-0.0699328492396182,-0.00929839221723342,0.143705097133786,0.706788742048981
"45",-0.041297569939294,-0.0702895862242207,-0.00871799808459785,0.143346245902238,0.694471928691631
"46",0.00736034056711228,-0.0642569431681021,-0.0116552851703024,0.139136107429322,0.692992644168582
"47",-0.0195341355340031,-0.0725629231964734,-0.010741885004123,0.141697274582984,0.696856168329755
"48",-0.0277489624619961,-0.0802696974074673,-0.0106394548573512,0.140564732295262,0.7111311701054
"49",-0.0165999467241048,-0.0754272044198831,-0.0119886981217315,0.142482244481517,0.723395128549821
"50",-0.0248926058270751,-0.0772614355838468,-0.0113806065969644,0.142543606818297,0.714381597183114
"51",-0.0587602614254743,-0.0752261552590311,-0.0117449765284461,0.138838347038767,0.706802125318417
"52",-0.07201794661332,-0.0789665674186391,-0.0113486083069261,0.139008639809905,0.707896449646743
"53",-0.0229208329068593,-0.0706048514732451,-0.0090188092106479,0.139600243084489,0.71727250710454
"54",-0.00647249927011527,-0.0654784317618357,-0.00795651196534541,0.137788893505159,0.726944454869699
"55",-0.0616062377360131,-0.0705061808470438,-0.00989398039872461,0.139745252961923,0.727734181192828
"56",-0.0283521406668787,-0.0730676817339754,-0.00978446295433599,0.1393142376485,0.715729258375451
"57",-0.00316070855989334,-0.0747561322901224,-0.0118419883584284,0.13926034932374,0.717226203650876
"58",-0.0425418341953177,-0.0767890740824813,-0.012790498922941,0.140464902435858,0.701335800488045
"59",-0.0447021026666806,-0.0835731939529256,-0.0124872148273866,0.136959562329696,0.707875920547654
"60",-0.0508486688333955,-0.0743718012443842,-0.0112689116757996,0.137238038313232,0.691185169261512
"61",-0.00707610054469049,-0.0769160323419106,-0.014409244048738,0.142231433988876,0.705297789794175
"62",-0.0079305184798156,-0.0780018619762401,-0.0120590814369971,0.141447847272409,0.699931746275716
"63",-0.0624479235857041,-0.0786470302882182,-0.0134169222009013,0.136449478730146,0.68002785163999
"64",0.00288463423645447,-0.0695563617160846,-0.00934598717627518,0.142413639059926,0.67220272325345
"65",0.000132207043684857,-0.0717901848801916,-0.00937023042366534,0.14385159999026,0.66457607530457
"66",-0.0241757415848511,-0.0713479652657029,-0.0100720410389568,0.142814240967001,0.648476103176529
"67",-0.0516079270359701,-0.0724561089285618,-0.00636000672109156,0.144173516159977,0.644404194714531
"68",-0.091423938484583,-0.0652161328761502,-0.0069403111461398,0.144374694096752,0.661421348925511
"69",-0.064731023716885,-0.0681535894763055,-0.0091220603325039,0.14610311007614,0.642032732935751
"70",-0.0389652157609622,-0.0688408669564242,-0.00935785437052939,0.144763503847709,0.660787603812929
"71",-0.0476563405874218,-0.0679476911006291,-0.00603423329212452,0.142049733716959,0.663923006680914
"72",-0.0455470514937816,-0.0715001682441561,-0.00910853610570872,0.1443016773168,0.655431000998379
"73",-0.0648397148778177,-0.0731978404112631,-0.00941462562765015,0.145597674349367,0.666730986186746
"74",-0.0242112154817654,-0.0704830396750103,-0.0108725899719298,0.14719722548958,0.664152020396262
"75",-0.0539792910752316,-0.0759213324914557,-0.00925701517334142,0.144794922243213,0.638248068265367
"76",-0.039442436176885,-0.0649497283508046,-0.00898262260197587,0.143640554422431,0.636008364881546
"77",-0.0561892657116047,-0.0721229232973508,-0.00932857356831578,0.145536520859047,0.640084212501508
"78",-0.0459883647359353,-0.0711292972018102,-0.00757093355934464,0.144714173225244,0.655515616496018
"79",-0.0526656211756274,-0.0701137888888492,-0.00764274754207378,0.145684071272739,0.648859147929921
"80",-0.0590167665321716,-0.0701213141827862,-0.00552288697726955,0.145249855966099,0.665617678257497
"81",-0.0621587434661598,-0.0676038164601861,-0.00879471649016758,0.140629481326988,0.66263362538736
"82",-0.0216892359269385,-0.073330850785371,-0.0109352720440326,0.141664219924704,0.67148303149348
"83",0.0470910690975723,-0.0726498122380689,-0.0126124185056641,0.142176943420918,0.665728097644121
"84",-0.000587200659199687,-0.073347335166692,-0.00764369244797135,0.143651526570185,0.655214389357327
"85",-0.0914960613458978,-0.076604561462235,-0.00814355479500834,0.142640379707643,0.671981684160746
"86",-0.0349805483863656,-0.0722079768288336,-0.00997112379254164,0.143724764248761,0.672908441798144
"87",-0.0535439420623843,-0.0711330782617563,-0.0093382389742637,0.144594808879886,0.688709772800126
"88",-0.069581259370625,-0.072244334672578,-0.00763391683867843,0.143213438829386,0.682311062981197
"89",-0.0822623865174629,-0.0715162474685205,-0.00754670232757181,0.145303645642862,0.680802606923388
"90",-0.0712629531676123,-0.070243456303382,-0.00950880252378555,0.140959687354192,0.700409005326749
"91",0.00810951059149002,-0.0693331931801854,-0.00853358299513151,0.143020465023689,0.696622842360224
"92",-0.0325533500274293,-0.0748062655550393,-0.0091908037015223,0.140498212073278,0.686700666509802
"93",-0.0436520357662452,-0.0675246048597679,-0.00818013314633131,0.141332268904634,0.67925238186236
"94",-0.083624279741327,-0.074934623065575,-0.00956484507546127,0.141798611911679,0.693724512083482
"95",-0.0366309452314388,-0.0736070694994667,-0.00937725412919996,0.14340948809093,0.699812818080136
"96",-0.0211750949861073,-0.0718574945712881,-0.0118148669722749,0.141117026993416,0.702890700038509
"97",-0.0478441044927096,-0.0752580507146921,-0.00953150647454981,0.139806774648047,0.7116372508748
"98",-0.0273591670111785,-0.0751901982020737,-0.00921375022652205,0.141857096501926,0.696307825759346
"99",-0.0383651718152099,-0.0738457548808176,-0.0108869707989415,0.143898439290346,0.689839465392328
"100",-0.030931657550321,-0.0716243599552114,-0.00907408559132879,0.144542379343943,0.691806476036096
"101",-0.0154760034417857,-0.0668835854082818,-0.00543749169500252,0.141107078130519,0.687304558446542
"102",-0.071810055616929,-0.063488665252821,-0.00832927205265777,0.142976440368391,0.690021054149065
"103",-0.0258556185930696,-0.0730558785805381,-0.0109584661092018,0.142176631701819,0.691601584927469
"104",-0.0201599585087283,-0.0699021675006396,-0.0105962782945169,0.141662542107312,0.676355137441822
"105",0.0206469132550996,-0.0730420286979778,-0.0120422718249235,0.141920761669688,0.671584124540591
"106",-0.0374257513668309,-0.071242353504842,-0.00964265250842528,0.1447619836047,0.667900293142167
"107",-0.0228948781894458,-0.0688401533006224,-0.010027361797389,0.146195235289362,0.674524000789676
"108",-0.000444093360311502,-0.0753736590490167,-0.0116636817469596,0.141553047519031,0.673637402518463
"109",-0.0124335654111162,-0.0718616385765913,-0.00995146100602109,0.145504899414197,0.680541738609329
"110",-0.0252225419613861,-0.0716106771174777,-0.00938093004067349,0.14558151990745,0.685959940606187
"111",-0.0494316472790566,-0.0681096903503737,-0.00712685919107521,0.14239961774434,0.710721185738927
"112",-0.0650635767579119,-0.0729041946563656,-0.00957254419874422,0.140748508939498,0.696353092551573
