"","datetime","site_id","variable","observation"
"1",2017-03-01 18:00:00,"HARV","nee",2.16399035132701
"2",2017-03-01 19:00:00,"HARV","nee",2.15975021117468
"3",2017-03-01 19:30:00,"HARV","nee",1.32747387462985
"4",2017-03-01 20:00:00,"HARV","nee",2.73380036112383
"5",2017-03-01 20:30:00,"HARV","nee",1.2243695415141
"6",2017-03-01 21:00:00,"HARV","nee",1.38036667323607
"7",2017-03-01 21:30:00,"HARV","nee",3.0573657078484
"8",2017-03-01 22:00:00,"HARV","nee",2.53516930195942
"9",2017-03-01 22:30:00,"HARV","nee",2.49869577093977
"10",2017-03-01 23:00:00,"HARV","nee",1.30628918753759
"11",2017-03-01 23:30:00,"HARV","nee",1.66230284445176
"12",2017-03-02 00:30:00,"HARV","nee",6.75804508026763
"13",2017-03-02 01:00:00,"HARV","nee",3.73230899255503
"14",2017-03-02 01:30:00,"HARV","nee",2.97753210729155
"15",2017-03-02 02:00:00,"HARV","nee",2.55249805858635
"16",2017-03-02 02:30:00,"HARV","nee",2.78775073232566
"17",2017-03-02 03:00:00,"HARV","nee",1.72510609652305
"18",2017-03-02 03:30:00,"HARV","nee",6.21241043003694
"19",2017-03-02 04:00:00,"HARV","nee",2.09703364988584
"20",2017-03-02 04:30:00,"HARV","nee",3.22129872312923
"21",2017-03-02 05:00:00,"HARV","nee",2.76241072110921
"22",2017-03-02 05:30:00,"HARV","nee",2.09987923827346
"23",2017-03-02 06:00:00,"HARV","nee",2.37933078335367
"24",2017-03-02 06:30:00,"HARV","nee",2.51781533562395
"25",2017-03-02 07:00:00,"HARV","nee",2.36478412154329
"26",2017-03-02 07:30:00,"HARV","nee",1.46497064886413
"27",2017-03-02 08:00:00,"HARV","nee",2.0451436619477
"28",2017-03-02 08:30:00,"HARV","nee",3.81209586569738
"29",2017-03-02 09:00:00,"HARV","nee",1.44775930830801
"30",2017-03-02 09:30:00,"HARV","nee",1.61506402902923
"31",2017-03-02 10:00:00,"HARV","nee",0.907191337655803
"32",2017-03-02 10:30:00,"HARV","nee",1.33614112313258
"33",2017-03-02 11:00:00,"HARV","nee",1.14891887580096
"34",2017-03-02 11:30:00,"HARV","nee",0.991818443941621
"35",2017-03-02 12:00:00,"HARV","nee",1.24939063970217
"36",2017-03-02 12:30:00,"HARV","nee",0.697436452452462
"37",2017-03-02 14:30:00,"HARV","nee",0.547982409353212
"38",2017-03-02 15:30:00,"HARV","nee",0.457461851361447
"39",2017-03-02 16:00:00,"HARV","nee",1.9660762596478
"40",2017-03-02 17:00:00,"HARV","nee",0.675321579503713
"41",2017-03-02 17:30:00,"HARV","nee",0.306969161500464
"42",2017-03-02 18:00:00,"HARV","nee",0.46908934475509
"43",2017-03-02 18:30:00,"HARV","nee",0.364240634333945
"44",2017-03-02 19:00:00,"HARV","nee",0.692570761167208
"45",2017-03-02 20:00:00,"HARV","nee",0.936890798287823
"46",2017-03-02 20:30:00,"HARV","nee",0.68915651980265
"47",2017-03-02 21:00:00,"HARV","nee",0.342174023160169
"48",2017-03-02 21:30:00,"HARV","nee",0.429529586584143
"49",2017-03-02 22:00:00,"HARV","nee",0.756237585995223
"50",2017-03-02 23:00:00,"HARV","nee",0.667048647013642
"51",2017-03-02 23:30:00,"HARV","nee",0.495715434130134
"52",2017-03-03,"HARV","nee",1.02430166237849
"53",2017-03-03 00:30:00,"HARV","nee",1.16223340133883
"54",2017-03-03 01:00:00,"HARV","nee",0.671767340919399
"55",2017-03-03 01:30:00,"HARV","nee",0.451155923604369
"56",2017-03-03 02:00:00,"HARV","nee",0.657171333227756
"57",2017-03-03 02:30:00,"HARV","nee",0.660432832029148
"58",2017-03-03 03:00:00,"HARV","nee",0.632203437141695
"59",2017-03-03 03:30:00,"HARV","nee",0.757830810633668
"60",2017-03-03 04:00:00,"HARV","nee",0.490482152888084
"61",2017-03-03 04:30:00,"HARV","nee",0.532452143328044
"62",2017-03-03 05:00:00,"HARV","nee",0.609826493679335
"63",2017-03-03 05:30:00,"HARV","nee",0.580833353793539
"64",2017-03-03 06:00:00,"HARV","nee",0.630036622893263
"65",2017-03-03 06:30:00,"HARV","nee",0.470284175294805
"66",2017-03-03 07:00:00,"HARV","nee",0.474966166710221
"67",2017-03-03 07:30:00,"HARV","nee",0.353826641493137
"68",2017-03-03 08:00:00,"HARV","nee",0.447737685007584
"69",2017-03-03 09:00:00,"HARV","nee",0.215519926267441
"70",2017-03-03 09:30:00,"HARV","nee",0.5616387541178
"71",2017-03-03 10:00:00,"HARV","nee",0.333146652967103
"72",2017-03-03 11:00:00,"HARV","nee",0.660379086808728
"73",2017-03-03 11:30:00,"HARV","nee",0.459129597401418
"74",2017-03-03 12:00:00,"HARV","nee",0.465314588776831
"75",2017-03-03 12:30:00,"HARV","nee",0.811407654338948
"76",2017-03-03 14:30:00,"HARV","nee",0.220641364369416
"77",2017-03-03 15:00:00,"HARV","nee",0.288775665513698
"78",2017-03-03 15:30:00,"HARV","nee",-0.0455438318298497
"79",2017-03-03 16:00:00,"HARV","nee",0.639965760791145
"80",2017-03-03 16:30:00,"HARV","nee",0.580203632501762
"81",2017-03-03 17:00:00,"HARV","nee",0.357311920696919
"82",2017-03-03 17:30:00,"HARV","nee",0.228416808935109
"83",2017-03-03 18:00:00,"HARV","nee",0.508211908990808
"84",2017-03-03 18:30:00,"HARV","nee",0.532936632580817
"85",2017-03-03 19:00:00,"HARV","nee",0.80505525759847
"86",2017-03-03 19:30:00,"HARV","nee",0.315893439083366
"87",2017-03-03 20:00:00,"HARV","nee",0.597428761161064
"88",2017-03-03 20:30:00,"HARV","nee",0.29048843960895
"89",2017-03-03 21:00:00,"HARV","nee",0.468956343670691
"90",2017-03-03 21:30:00,"HARV","nee",0.528882291948275
"91",2017-03-03 22:00:00,"HARV","nee",0.745213571075521
"92",2017-03-03 22:30:00,"HARV","nee",0.827370409825608
"93",2017-03-03 23:00:00,"HARV","nee",1.15773607535977
"94",2017-03-03 23:30:00,"HARV","nee",0.328480617593282
"95",2017-03-04 00:30:00,"HARV","nee",0.892173127795342
"96",2017-03-04 01:00:00,"HARV","nee",0.638597144445006
"97",2017-03-04 01:30:00,"HARV","nee",0.536023710824246
"98",2017-03-04 02:00:00,"HARV","nee",0.309000614438544
"99",2017-03-04 02:30:00,"HARV","nee",0.272945404719863
"100",2017-03-04 03:00:00,"HARV","nee",0.450782968012831
"101",2017-03-04 03:30:00,"HARV","nee",0.236498712617952
"102",2017-03-04 04:00:00,"HARV","nee",0.271791296926679
"103",2017-03-04 04:30:00,"HARV","nee",0.475440198507578
"104",2017-03-04 05:30:00,"HARV","nee",0.504755337689603
"105",2017-03-04 06:00:00,"HARV","nee",0.188798403701264
"106",2017-03-04 06:30:00,"HARV","nee",0.461368559260098
"107",2017-03-04 07:00:00,"HARV","nee",0.265401292286247
"108",2017-03-04 07:30:00,"HARV","nee",0.298092372083727
"109",2017-03-04 08:00:00,"HARV","nee",0.26640248472175
"110",2017-03-04 08:30:00,"HARV","nee",0.26536757435788
"111",2017-03-04 09:00:00,"HARV","nee",1.48729277899732
"112",2017-03-04 09:30:00,"HARV","nee",0.214847036445026
"113",2017-03-04 10:00:00,"HARV","nee",0.555479141989112
"114",2017-03-04 10:30:00,"HARV","nee",0.375323296708811
"115",2017-03-04 11:00:00,"HARV","nee",0.177396098391285
"116",2017-03-04 11:30:00,"HARV","nee",0.668137120385514
"117",2017-03-04 12:00:00,"HARV","nee",0.249318379263126
"118",2017-03-04 13:30:00,"HARV","nee",0.234829953507122
"119",2017-03-04 14:30:00,"HARV","nee",0.0972789388008761
"120",2017-03-04 15:00:00,"HARV","nee",0.181773421058423
"121",2017-03-04 15:30:00,"HARV","nee",0.621586463788902
"122",2017-03-04 16:30:00,"HARV","nee",0.244615434763641
"123",2017-03-04 17:00:00,"HARV","nee",0.813367860044054
"124",2017-03-04 19:00:00,"HARV","nee",1.06888850608005
"125",2017-03-04 19:30:00,"HARV","nee",0.472413736618095
"126",2017-03-04 21:00:00,"HARV","nee",0.418563046210857
"127",2017-03-04 21:30:00,"HARV","nee",0.242621804699657
"128",2017-03-04 22:30:00,"HARV","nee",0.338563343629657
"129",2017-03-04 23:30:00,"HARV","nee",0.413788026916757
"130",2017-03-05,"HARV","nee",0.610745874429954
"131",2017-03-05 00:30:00,"HARV","nee",0.185773735138118
"132",2017-03-05 01:30:00,"HARV","nee",0.650646595960329
"133",2017-03-05 02:30:00,"HARV","nee",0.656569577436734
"134",2017-03-05 03:00:00,"HARV","nee",0.639797448104003
"135",2017-03-05 03:30:00,"HARV","nee",0.359787946064344
"136",2017-03-05 04:00:00,"HARV","nee",0.41272458462076
"137",2017-03-05 04:30:00,"HARV","nee",0.606304074284951
"138",2017-03-05 05:00:00,"HARV","nee",0.527127523712537
"139",2017-03-05 06:00:00,"HARV","nee",0.145614329546684
"140",2017-03-05 06:30:00,"HARV","nee",0.266586450705651
"141",2017-03-05 07:00:00,"HARV","nee",0.545683814061489
"142",2017-03-05 07:30:00,"HARV","nee",0.297351103976268
"143",2017-03-05 08:30:00,"HARV","nee",0.225879979680636
"144",2017-03-05 09:00:00,"HARV","nee",0.333995683209013
"145",2017-03-05 10:00:00,"HARV","nee",0.139029699028037
"146",2017-03-05 11:00:00,"HARV","nee",0.187320683691734
"147",2017-03-05 11:30:00,"HARV","nee",0.656808813993887
"148",2017-03-05 13:00:00,"HARV","nee",1.0358750788655
"149",2017-03-05 13:30:00,"HARV","nee",0.732013375372774
"150",2017-03-05 14:00:00,"HARV","nee",0.594006703645957
"151",2017-03-05 14:30:00,"HARV","nee",0.475117233415205
"152",2017-03-05 15:00:00,"HARV","nee",0.470612230021364
"153",2017-03-05 15:30:00,"HARV","nee",0.774508265322623
"154",2017-03-05 16:30:00,"HARV","nee",0.60292192192553
"155",2017-03-05 17:00:00,"HARV","nee",0.560107942592354
"156",2017-03-05 17:30:00,"HARV","nee",0.967527424437881
"157",2017-03-05 18:00:00,"HARV","nee",0.629547734346149
"158",2017-03-05 18:30:00,"HARV","nee",0.515915593558793
"159",2017-03-05 19:00:00,"HARV","nee",1.13117072941659
"160",2017-03-05 19:30:00,"HARV","nee",0.605003325037881
"161",2017-03-05 20:00:00,"HARV","nee",0.649925589596462
"162",2017-03-05 20:30:00,"HARV","nee",0.416123268547704
"163",2017-03-05 21:00:00,"HARV","nee",0.258791530174454
"164",2017-03-05 21:30:00,"HARV","nee",0.296426934282381
"165",2017-03-05 22:00:00,"HARV","nee",0.120752194191684
"166",2017-03-05 22:30:00,"HARV","nee",0.239583695092077
"167",2017-03-05 23:00:00,"HARV","nee",0.495863479869605
"168",2017-03-05 23:30:00,"HARV","nee",0.245159437500365
"169",2017-03-06,"HARV","nee",-0.354654976428879
"170",2017-03-06 00:30:00,"HARV","nee",0.30717776334734
"171",2017-03-06 01:00:00,"HARV","nee",0.463400710282791
"172",2017-03-06 01:30:00,"HARV","nee",0.50700370699461
"173",2017-03-06 02:00:00,"HARV","nee",0.77741475801289
"174",2017-03-06 02:30:00,"HARV","nee",0.359933499629106
"175",2017-03-06 03:00:00,"HARV","nee",0.457086897048594
"176",2017-03-06 03:30:00,"HARV","nee",0.320589215473343
"177",2017-03-06 04:00:00,"HARV","nee",0.20209819397822
"178",2017-03-06 04:30:00,"HARV","nee",0.21276866637675
"179",2017-03-06 05:00:00,"HARV","nee",0.304275877858303
"180",2017-03-06 05:30:00,"HARV","nee",0.397447841109682
"181",2017-03-06 06:30:00,"HARV","nee",0.193966607589307
"182",2017-03-06 07:30:00,"HARV","nee",0.367482780956346
"183",2017-03-06 08:00:00,"HARV","nee",0.0600333138980912
"184",2017-03-06 08:30:00,"HARV","nee",0.2324713724147
"185",2017-03-06 09:00:00,"HARV","nee",0.210381238657312
"186",2017-03-06 09:30:00,"HARV","nee",0.156019386817332
"187",2017-03-06 10:00:00,"HARV","nee",0.104272375378246
"188",2017-03-06 11:00:00,"HARV","nee",0.480731237281539
"189",2017-03-06 12:30:00,"HARV","nee",2.00870497417991
"190",2017-03-06 14:00:00,"HARV","nee",0.564384103286696
"191",2017-03-06 14:30:00,"HARV","nee",1.33370508486893
"192",2017-03-06 15:00:00,"HARV","nee",0.51005683927842
"193",2017-03-06 15:30:00,"HARV","nee",0.469240790785659
"194",2017-03-06 16:00:00,"HARV","nee",0.885998760274007
"195",2017-03-06 16:30:00,"HARV","nee",1.41662490247195
"196",2017-03-06 17:00:00,"HARV","nee",1.91642024130505
